gameId,homeTeamId,awayTeamId,homeTeamName,awayTeamName,homeTeamAbbr,awayTeamAbbr,leagueName,leagueAbbr,homeTeamScore,awayTeamScore,attendance,venueId,fullName,city,country,fecha,referee,stage,phase,leaguePhase,is_national,is_international,home_country,away_country,home_city,away_city,home_local,away_local,day,month,year,hour,day_week,stadium_max,modpred
760495,477.0,464.0,Croatia,Norway,GLW,3RD,FIFA World Cup,FIFA World Cup,0.0,0.0,,7485.0,Mercedes-Benz Stadium,Atlanta,United States,2026-07-01 16:00:00+00:00,,"2026 FIFA World Cup, Round of 32",16,FIFA World Cup16,True,True,Croatia,Norway,,,0,0,1,7,2026,16,Wednesday,73019.0,57381.0
760496,208.0,448.0,Colombia,England,GK2,GL2,FIFA World Cup,FIFA World Cup,0.0,0.0,,10143.0,BMO Field,Toronto,Canada,2026-07-02 23:00:00+00:00,,"2026 FIFA World Cup, Round of 32",16,FIFA World Cup16,True,True,Colombia,England,,,0,0,2,7,2026,23,Thursday,45000.0,43812.0
760497,164.0,624.0,Spain,Algeria,1H,GJ2,FIFA World Cup,FIFA World Cup,0.0,0.0,,9115.0,SoFi Stadium,Inglewood,United States,2026-07-02 19:00:00+00:00,,"2026 FIFA World Cup, Round of 32",16,FIFA World Cup16,True,True,Spain,Algeria,,,0,0,2,7,2026,19,Thursday,72963.0,67663.0
760498,475.0,209.0,Switzerland,Ecuador,1B,3RD,FIFA World Cup,FIFA World Cup,0.0,0.0,,4370.0,BC Place,Vancouver,Canada,2026-07-03 03:00:00+00:00,,"2026 FIFA World Cup, Round of 32",16,FIFA World Cup16,True,True,Switzerland,Ecuador,,,0,0,3,7,2026,3,Friday,53957.0,46480.0
760499,465.0,2620.0,Türkiye,Egypt,2D,2G,FIFA World Cup,FIFA World Cup,0.0,0.0,,3871.0,AT&T Stadium,Arlington,United States,2026-07-03 18:00:00+00:00,,"2026 FIFA World Cup, Round of 32",16,FIFA World Cup16,True,True,Türkiye,Egypt,,,0,0,3,7,2026,18,Friday,84519.0,70570.0
760500,202.0,212.0,Argentina,Uruguay,GJW,2H,FIFA World Cup,FIFA World Cup,0.0,0.0,,4643.0,Hard Rock Stadium,Miami Gardens,United States,2026-07-03 22:00:00+00:00,,"2026 FIFA World Cup, Round of 32",16,FIFA World Cup16,True,True,Argentina,Uruguay,,,0,0,3,7,2026,22,Friday,65326.0,62140.0
760501,482.0,628.0,Portugal,Australia,GKW,3RD,FIFA World Cup,FIFA World Cup,0.0,0.0,,1413.0,GEHA Field at Arrowhead Stadium,Kansas City,United States,2026-07-04 01:30:00+00:00,,"2026 FIFA World Cup, Round of 32",16,FIFA World Cup16,True,True,Portugal,Australia,,,0,0,4,7,2026,1,Saturday,72610.0,67796.0
760502,450.0,205.0,Czechia,Brazil,RD32,RD32,FIFA World Cup,FIFA World Cup,0.0,0.0,,6262.0,NRG Stadium,Houston,United States,2026-07-04 17:00:00+00:00,,"2026 FIFA World Cup, Round of 16",16,FIFA World Cup16,True,True,Czechia,Brazil,,,0,0,4,7,2026,17,Saturday,70925.0,66378.0
760503,481.0,478.0,Germany,France,RD32,RD32,FIFA World Cup,FIFA World Cup,0.0,0.0,,1421.0,Lincoln Financial Field,Philadelphia,United States,2026-07-04 21:00:00+00:00,,"2026 FIFA World Cup, Round of 16",16,FIFA World Cup16,True,True,Germany,France,,,0,0,4,7,2026,21,Saturday,69879.0,61758.0
760504,2869.0,654.0,Morocco,Senegal,RD32,RD32,FIFA World Cup,FIFA World Cup,0.0,0.0,,4727.0,MetLife Stadium,East Rutherford,United States,2026-07-05 20:00:00+00:00,,"2026 FIFA World Cup, Round of 16",16,FIFA World Cup16,True,True,Morocco,Senegal,,,0,0,5,7,2026,20,Sunday,82262.0,77182.0
760505,203.0,477.0,Mexico,Croatia,RD32,RD32,FIFA World Cup,FIFA World Cup,0.0,0.0,,1672.0,Estadio Banorte,Mexico City,Mexico,2026-07-06 00:00:00+00:00,,"2026 FIFA World Cup, Round of 16",16,FIFA World Cup16,True,True,Mexico,Croatia,,,1,0,6,7,2026,0,Monday,87000.0,72916.0
760506,448.0,164.0,England,Spain,RD32,RD32,FIFA World Cup,FIFA World Cup,0.0,0.0,,3871.0,AT&T Stadium,Arlington,United States,2026-07-06 19:00:00+00:00,,"2026 FIFA World Cup, Round of 16",16,FIFA World Cup16,True,True,England,Spain,,,0,0,6,7,2026,19,Monday,84519.0,77507.0
760507,660.0,459.0,United States,Belgium,RD32,RD32,FIFA World Cup,FIFA World Cup,0.0,0.0,,4485.0,Lumen Field,Seattle,United States,2026-07-07 00:00:00+00:00,,"2026 FIFA World Cup, Round of 16",16,FIFA World Cup16,True,True,United States,Belgium,,,1,0,7,7,2026,0,Tuesday,69314.0,62074.0
760508,209.0,482.0,Ecuador,Portugal,RD32,RD32,FIFA World Cup,FIFA World Cup,0.0,0.0,,4370.0,BC Place,Vancouver,Canada,2026-07-07 20:00:00+00:00,,"2026 FIFA World Cup, Round of 16",16,FIFA World Cup16,True,True,Ecuador,Portugal,,,0,0,7,7,2026,20,Tuesday,53957.0,49226.0
760509,202.0,465.0,Argentina,Türkiye,RD32,RD32,FIFA World Cup,FIFA World Cup,0.0,0.0,,7485.0,Mercedes-Benz Stadium,Atlanta,United States,2026-07-07 16:00:00+00:00,,"2026 FIFA World Cup, Round of 16",16,FIFA World Cup16,True,True,Argentina,Türkiye,,,0,0,7,7,2026,16,Tuesday,73019.0,61146.0
760510,481.0,205.0,Germany,Brazil,RD16 W1,RD16 W2,FIFA World Cup,FIFA World Cup,0.0,0.0,,3879.0,Gillette Stadium,Foxborough,United States,2026-07-09 20:00:00+00:00,,"2026 FIFA World Cup, Quarterfinals",Quarterfinals,FIFA World CupQuarterfinals,True,True,Germany,Brazil,,,0,0,9,7,2026,20,Thursday,65612.0,57146.0
760511,448.0,459.0,England,Belgium,RD16 W5,RD16 W6,FIFA World Cup,FIFA World Cup,0.0,0.0,,9115.0,SoFi Stadium,Inglewood,United States,2026-07-10 19:00:00+00:00,,"2026 FIFA World Cup, Quarterfinals",Quarterfinals,FIFA World CupQuarterfinals,True,True,England,Belgium,,,0,0,10,7,2026,19,Friday,72963.0,68026.0
760512,654.0,477.0,Senegal,Croatia,RD16 W3,RD16 W4,FIFA World Cup,FIFA World Cup,0.0,0.0,,4643.0,Hard Rock Stadium,Miami Gardens,United States,2026-07-11 21:00:00+00:00,,"2026 FIFA World Cup, Quarterfinals",Quarterfinals,FIFA World CupQuarterfinals,True,True,Senegal,Croatia,,,0,0,11,7,2026,21,Saturday,65326.0,57038.0
760513,202.0,482.0,Argentina,Portugal,RD16 W7,RD16 W8,FIFA World Cup,FIFA World Cup,0.0,0.0,,1413.0,GEHA Field at Arrowhead Stadium,Kansas City,United States,2026-07-12 01:00:00+00:00,,"2026 FIFA World Cup, Quarterfinals",Quarterfinals,FIFA World CupQuarterfinals,True,True,Argentina,Portugal,,,0,0,12,7,2026,1,Sunday,72610.0,69749.0
760514,481.0,448.0,Germany,England,QFW1,QFW2,FIFA World Cup,FIFA World Cup,0.0,0.0,,3871.0,AT&T Stadium,Arlington,United States,2026-07-14 19:00:00+00:00,,"2026 FIFA World Cup, Semifinals",Semifinals,FIFA World CupSemifinals,True,True,Germany,England,,,0,0,14,7,2026,19,Tuesday,84519.0,77776.0
760515,477.0,482.0,Croatia,Portugal,QFW3,QW4,FIFA World Cup,FIFA World Cup,0.0,0.0,,7485.0,Mercedes-Benz Stadium,Atlanta,United States,2026-07-15 19:00:00+00:00,,"2026 FIFA World Cup, Semifinals",Semifinals,FIFA World CupSemifinals,True,True,Croatia,Portugal,,,0,0,15,7,2026,19,Wednesday,73019.0,65469.0
760516,477.0,448.0,Croatia,England,SF L1,SF L2,FIFA World Cup,FIFA World Cup,0.0,0.0,,4643.0,Hard Rock Stadium,Miami Gardens,United States,2026-07-18 21:00:00+00:00,,"2026 FIFA World Cup, 3rd-Place Match",Place,FIFA World CupPlace,True,True,Croatia,England,,,0,0,18,7,2026,21,Saturday,65326.0,60696.0
760517,481.0,482.0,Germany,Portugal,SFW1,SFW2,FIFA World Cup,FIFA World Cup,0.0,0.0,,4727.0,MetLife Stadium,East Rutherford,United States,2026-07-19 19:00:00+00:00,,"2026 FIFA World Cup, Final",Final,FIFA World CupFinal,True,True,Germany,Portugal,,,0,0,19,7,2026,19,Sunday,82262.0,84385.0
